id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
744,1.800916822189924e-15,3.3027285972684135e-13,4.685005851591449e-11,9.975545450891024e-11,7.124755356598179e-14,3.595539477403977e-11,1.3501835719321248e-16,4.810617094742468e-16,5.3625042172409486e-17,1.2173489493481506e-14,5.96433151556337e-12,1.6678543669102307e-15,6.669961976864369e-15,6.5824699700798385e-16,8.904307077465084e-14,5.287774729281677e-13,1.3661175647939913e-10,1.0752525833148497e-17,5.453148156706979e-16,1.0520056643325381e-13,6.2830194408172096e-15,0.9999999781453437,9.353795500977187e-11,3.1943869234163256e-11,8.633218674007299e-13,1.6322171131385233e-09,5.776006468586791e-16,4.404159584879808e-10,5.543378778586612e-14,2.778090507048005e-10,7.015412465659183e-12,4.936788062319568e-09,2.7661921217597763e-13,1.4866157341313283e-15,9.162406063240929e-11,2.0728279572150346e-14,7.90187596327099e-10,1.65485037242842e-13,2.76395451940875e-11,2.6187741216709205e-12,2.986757100550443e-13,2.0344177007006725e-12,9.37628114800395e-13,1.6036889851485117e-12,2.2076113727179424e-13,8.307810892185163e-16,4.320837382097123e-10,2.884388411435719e-16,3.4415295762098506e-17,1.658572330944504e-13,2.3535650791337726e-11,3.886991313472735e-11,8.35945955179237e-15,9.431512739097553e-17,7.686817945635175e-13,4.727541684043377e-14,4.312462414960488e-10,7.284264452806767e-12,6.186450859799979e-16,7.150778184901355e-16,2.5219527137582585e-14,2.629421591637422e-13,2.887726714499395e-12,2.6649173624471384e-13,1.0791110558706345e-11,9.497609846060642e-15,5.850337398434967e-13,6.990622969031341e-13,2.446043699064107e-11,1.5804754765321735e-20,2.6077824395045686e-17,8.481987895812757e-15,1.8025218034299824e-10,4.133070671496998e-15,4.3040754954893956e-13,1.7922561544826083e-12,2.6759295567366135e-15,2.908764352899913e-11,2.1412743565309431e-13,1.1331071152910528e-14,8.83061884638987e-19,2.3301747347005343e-16,8.635108719974245e-17,1.16649150160967e-12,1.3272811884484528e-14,7.739236627091806e-15,6.864599345849875e-15,1.2018528638999772e-11,3.951917525494795e-10,1.1042687556142809e-16,7.19928732742413e-15,4.385810479653943e-15,1.3776731388310641e-14,2.2161447816460428e-15,2.001819277946879e-11,1.765903712089877e-15,3.2090009762318784e-11,1.1486016003796725e-08,5.772574477197444e-11
746,1.0309773077176928e-05,3.7509273851142666e-05,4.091951676494495e-11,5.636687070014291e-10,1.4596311694672143e-06,1.2895639165632483e-09,5.127124467025647e-10,3.0405731782303634e-07,9.687053480358567e-06,6.588123537170777e-06,7.226353268540851e-07,3.0451087752066762e-05,2.8944568840517712e-08,0.00010234374614256591,8.273688353237192e-06,2.2093522426272e-08,0.9995253531800118,2.8870096074385158e-09,3.3002513620734154e-08,2.0266799723925606e-08,1.1339807238589106e-07,8.470419934098869e-09,3.848805067111345e-08,4.992168111988713e-11,2.7285417167379623e-11,1.1818129606113224e-10,1.317468726695194e-06,3.3781941030278857e-10,5.597286200797204e-11,5.444181612916141e-11,3.552762196600304e-09,1.194265984357657e-07,3.7615571738580936e-08,1.2364756712860915e-08,3.674962651032484e-11,6.468102820343194e-07,8.052437563695965e-09,7.675004447488686e-09,8.335034446016566e-10,2.1437058054089992e-10,2.1233372073077733e-08,2.3232436651503326e-06,1.9033388971792676e-09,7.414323301622125e-09,3.0631390268899414e-07,1.753214939943915e-09,6.999293847699388e-08,7.696873544590952e-08,2.7648109435914517e-05,9.142369926159009e-05,2.362364747481211e-08,1.0001957661354617e-09,3.6432491749242914e-09,2.607136540778527e-07,8.201193761458711e-11,1.1846054726888859e-08,5.262747833935369e-07,1.3513537180558764e-10,1.3870489158170482e-08,4.085068537369872e-10,9.109905525601246e-09,4.6530871148485995e-11,7.510648951728451e-10,3.6809097105202826e-08,1.8406988553454395e-07,3.232350917633262e-11,1.5808201327636647e-09,1.037814610681461e-10,6.858776901072529e-11,2.2275341559112305e-09,4.5698041911692184e-11,4.730708014799745e-09,2.1874943098712202e-09,4.347290671089897e-09,7.524033364385908e-06,1.6614614193189958e-07,1.0843940334086098e-10,7.878522819474597e-08,1.3246541485035373e-06,3.340296852223842e-11,4.871077167658072e-08,1.9016272261211313e-12,4.606909564513025e-09,1.6397401066678677e-05,3.4385103933799054e-06,2.001674449118723e-07,2.2721120656979e-11,1.1702970704973198e-09,8.904151939641073e-08,2.715422358389704e-07,3.973083048651668e-09,6.096648875371557e-08,3.135355096288445e-08,7.327969629071425e-07,3.7919576877251883e-06,0.00010681117861514368,1.2184776584386185e-11,5.654827704201396e-08,5.710342968647732e-07
750,3.1196420455885616e-15,5.133339448482412e-13,2.111840155386569e-17,2.1867294986689485e-12,1.1011130150098232e-12,4.215427366783854e-11,3.3695618339844077e-19,3.668110935222867e-16,1.1565065687723344e-15,5.721472038772981e-11,2.574638533849336e-10,3.5927530408684325e-17,6.026938605766576e-12,6.00191147475108e-15,5.654567404213888e-13,2.791433623396447e-13,4.647628128477296e-10,2.3608032644660013e-15,7.578065743557937e-15,5.973881911541539e-17,2.267974133483908e-13,1.9221138896776716e-09,8.24038392332323e-12,1.8080443294494435e-14,1.1038994026251551e-14,7.656256506065714e-13,4.3603528548156815e-11,7.150582191915151e-12,5.5350690155047135e-14,2.727839325507027e-10,5.200610038396753e-17,4.301303393252288e-11,3.758085689634669e-10,2.1773482948629775e-10,2.9683471426621326e-10,1.983123360906515e-12,8.296453832241792e-15,3.554101502116588e-14,3.254770223355132e-14,3.42489349085153e-14,1.561220259634928e-16,6.409534585639865e-11,1.122724197090923e-12,1.5036666534484834e-17,2.4983248982001206e-12,3.946089224102321e-15,3.297296527655734e-08,4.833519765239165e-19,4.852839745361126e-16,2.676421468738701e-13,7.26120392867829e-14,0.9999985876984856,6.361828944254141e-15,3.4478844057779533e-12,5.904007386344714e-12,7.067101681184451e-10,1.0932544274469711e-07,2.4274941110344384e-17,9.296336907090436e-16,1.4558412398144068e-13,1.2983937169175417e-15,3.511610171309776e-13,1.7304377692815556e-12,9.953872373219938e-14,1.172476914722362e-06,3.0504121746615807e-12,2.054823430368975e-09,2.8358840641244517e-18,1.7670385381926853e-13,1.0559980769323952e-14,6.300551200951135e-16,5.951684165509698e-16,9.092971554930965e-10,1.5885921642791725e-17,1.0551705499252359e-08,8.573946123508209e-09,9.618188471212349e-18,1.4060534664343073e-09,1.2576973438366727e-08,7.762250694223571e-12,1.459244742643524e-11,1.316241852911721e-15,2.5511479435272673e-17,5.379639942834519e-08,8.607021033253248e-10,3.863788112907353e-18,6.785797375512464e-20,6.025603189603089e-16,1.1997526324942114e-09,2.76879976387801e-19,7.98489257432138e-15,9.747441960711447e-13,2.470960481142094e-16,3.412005141734228e-13,1.8676129065913028e-17,1.4542437101727369e-18,5.1086578138293846e-14,7.603603028765147e-10,5.327748585491841e-15
751,1.1650542336142761e-11,1.1717927233722652e-12,3.14066758415874e-13,4.636412190433454e-14,1.1293266482957754e-11,2.648414207677601e-11,2.029298392004961e-11,1.7126268884640537e-11,7.452085918954622e-11,3.9829664536090094e-11,1.161476950804599e-12,2.0023990394332522e-11,1.9241283627397746e-12,2.183968978481116e-08,1.1750854108426756e-12,5.40086851675126e-11,2.2843123511820994e-13,2.974662979471781e-11,7.053473399048217e-13,9.474491547826806e-13,1.8487071707172131e-10,1.1198648448906368e-13,3.079131368641548e-10,8.027438012019487e-13,3.1528771939193115e-11,1.8142286554288002e-11,2.869159685940142e-14,6.221957640803969e-15,2.1295798746602427e-12,6.964532851905057e-11,4.851270546232118e-12,1.5311687399854527e-08,3.486140806857139e-10,0.9999998307536846,1.067750195593425e-12,2.1693598739987957e-10,1.1833818721062728e-13,7.543548174731179e-13,7.66064352689806e-14,1.5511698638716823e-11,7.238282228687162e-10,3.970196637786487e-12,2.5222511399091836e-14,1.9036337428006257e-15,3.919519814970765e-12,2.1357730320818022e-08,2.5998233570045657e-08,3.115903571943114e-14,4.725341491553568e-11,1.3705673462730213e-11,1.4177330636218857e-12,2.8114464308345478e-09,4.703391603898908e-10,1.9429173865381862e-08,2.015880773812184e-09,7.054877283679692e-10,1.627029230141004e-13,8.94482396478117e-15,3.002009036587077e-14,7.067995746986377e-11,6.447970698598178e-11,7.770656162173338e-13,1.565844316835945e-11,1.5344370582896034e-16,1.062518984107798e-12,2.2692586105594364e-08,1.1231079978842611e-11,1.9136122776311916e-14,3.7236149426388403e-13,1.4780932202025854e-13,7.518931943527028e-10,2.8722111708372266e-13,3.7141982521485685e-11,1.1870625137462337e-14,3.7394629299612245e-09,2.6547513561962465e-12,1.2705618002208518e-15,5.389905709130475e-14,4.1789630237954037e-10,3.9754928138634775e-09,2.4681760400082303e-08,3.6959519092726724e-14,6.603701522995944e-13,8.14707463270138e-11,5.768207237329005e-11,1.7439027527976387e-15,1.322618697103556e-12,2.15191231123274e-15,4.379303848930301e-11,1.087225838843946e-14,3.4879527122394133e-12,6.173094134721318e-11,4.095078686576615e-11,2.382054855763398e-10,2.3555393275395374e-14,1.2199410736597834e-14,5.145887586024833e-16,3.1570085538343077e-12,3.1114384465891324e-13
761,1.441280958232309e-14,4.840586493187866e-13,5.64057335293004e-13,7.178156914363074e-15,1.2504803487312571e-12,3.770511298335042e-10,3.418601700017786e-13,2.0240407180471698e-14,2.6359148268648377e-12,2.0913875820664843e-13,3.84499951059104e-11,2.634086203427717e-13,1.6527565124096726e-12,1.2288383720014906e-11,3.807728859990791e-12,7.87664244760074e-11,3.228661701629104e-08,3.9906482526275e-15,3.970357336750683e-10,4.335914337629817e-12,2.677373929800293e-15,1.1969822564752369e-09,1.3859412809694625e-09,7.045807541199002e-15,8.994285217528178e-13,1.498077489836836e-11,1.4658527410909547e-11,1.2811614137629072e-10,3.28485894180865e-12,2.569168647216518e-13,5.985829829087594e-13,2.1728748807037177e-10,7.549891942289287e-12,2.2290853036090696e-14,1.7844118748738016e-14,1.0503684314724826e-10,1.4217228647716718e-10,1.4787593743292687e-11,4.740087631405122e-13,2.6304704426494495e-11,5.457267580310228e-10,2.2510422430813156e-10,3.66629000211303e-12,3.259045455577905e-09,1.242292601833221e-08,1.6016681714608528e-13,6.2367416351653e-13,1.7871502873167269e-13,1.2135270488688231e-15,2.3650140528299106e-11,9.517277983555772e-11,2.36915557951611e-10,1.866474323118285e-14,8.020777262324365e-13,1.5338958710377363e-13,1.0793263969986848e-12,4.4767032970338534e-08,1.052042852356747e-09,1.4406797415370394e-12,5.490317294912468e-13,7.971045110926864e-12,3.623401900262825e-14,1.7855882644133018e-11,1.683869481229228e-09,2.6447012406580688e-11,1.5492413747504544e-14,2.6502748415738446e-08,8.070280551729492e-11,1.9148216504841353e-11,2.1138928254897206e-08,3.5189744977589826e-13,9.055733603050775e-14,7.487468072173291e-10,1.314832800122807e-13,1.1976169795530443e-10,1.1939234372147205e-10,2.70957125274499e-11,0.9999998041829609,3.3363754085986444e-09,1.6941675796153063e-16,9.017693386358774e-13,8.989345942525145e-13,1.1899996639470313e-11,1.5787950422386682e-10,3.998524623752435e-11,5.414383769720775e-13,4.882173775788876e-10,4.634439450422695e-13,7.715011681922723e-10,2.8476259747167275e-12,1.0029050543928993e-12,4.1650850957816095e-13,8.067271308456782e-13,4.9671416068737944e-12,1.585866633909952e-12,2.4979982100025774e-09,1.2925658905198283e-11,3.888725952635471e-08,3.79982041759662e-12
764,9.769658635897614e-06,2.261568903156914e-05,3.878893768184538e-11,4.439875574006576e-11,3.7083524821821075e-08,1.181299816378481e-10,1.605244242497824e-11,2.5224201979726586e-09,1.8896716222192692e-06,7.632060341571874e-08,5.114139087700457e-09,2.8657147034906286e-06,3.809567024264144e-08,3.704078346097118e-08,1.1975809754738386e-06,1.462124631500362e-09,0.999858352366,6.77229765613557e-10,1.511407769861278e-09,1.2212344095406372e-09,3.120592536755695e-07,2.269249454510988e-09,7.364617687226651e-10,2.915816999075273e-10,9.207302650839757e-13,1.137223272451721e-10,4.0848460187873684e-07,1.942286642337998e-10,4.3945283549595204e-13,5.818706774959952e-11,7.388678493281497e-13,2.761476874726733e-09,3.162730471473678e-10,8.848980855220735e-11,2.0028952478619443e-11,5.387204075090422e-09,9.046009606467145e-10,1.0075327173162758e-08,6.94244582630144e-12,7.336209715864809e-11,1.832191908225442e-08,7.936390522600682e-05,5.3783639888973364e-11,1.1950548448778183e-10,6.8821443949932285e-09,2.7782550646241177e-12,1.876380484316971e-10,3.8257610132201526e-08,8.832290864262349e-08,5.728060627871914e-07,4.386394582233503e-09,3.214096849054432e-09,7.544252853356873e-12,4.811220828523055e-11,2.888953733227997e-10,5.197650501885044e-09,7.09672778678356e-08,2.975339754626813e-11,9.855942387827768e-10,1.2263767239036009e-09,1.6019913747472352e-10,9.837777594482141e-12,8.847932614499076e-12,6.31416531281414e-09,7.509042352258561e-09,3.3275940445481712e-12,4.706846933149823e-10,4.924689292643503e-12,1.6773570586316656e-13,1.7941689178588983e-11,3.4012370022630786e-12,5.213242973976943e-11,4.0156642705595373e-10,3.408083825189336e-11,2.1895314657843814e-06,2.158307560539076e-09,2.2405859985052698e-10,2.9878654623915e-08,1.4649429081334638e-07,1.0485532976347049e-11,2.3098323157754514e-09,5.299451000324705e-13,1.2325481286792492e-10,5.533600526589217e-07,1.401846487144683e-06,6.6317814547971935e-09,2.6511674518351216e-11,3.6407069274049844e-09,2.5480882168258366e-09,2.8463244973611572e-08,2.0954328821978933e-10,4.905766157146094e-07,8.143369837027786e-12,4.664534967749662e-08,2.681824327925344e-06,1.4158474888413638e-05,6.171808818342646e-11,4.166939292460438e-07,1.226557124416123e-08
770,5.012926273157132e-08,1.19356215848257e-08,1.1076672677382795e-12,1.9008589321401384e-10,5.531625819398575e-08,3.1079190327322595e-13,3.0692751489905536e-10,8.66945255052469e-09,2.5487178240508976e-07,1.6860975177336085e-07,2.0983819649119424e-09,0.9997726668467313,5.169667011289335e-09,2.188214229745007e-07,5.738797494800819e-06,4.238072570528356e-11,9.557130779046036e-07,4.2549331469669204e-08,7.841567929319852e-07,5.010677327805045e-12,5.299678701765108e-05,8.239801148626613e-13,2.803101172755671e-10,8.115607552754823e-12,2.198792451231978e-09,4.583548281971926e-09,2.5478641733070055e-10,8.014944145466118e-13,6.18504154588847e-10,3.6211013542255585e-09,6.292085149460807e-11,8.66977855119821e-13,2.923693277086232e-12,5.473978444909113e-08,2.581747967535146e-14,3.9892343419255935e-09,1.3175234690127087e-13,9.552979886642616e-12,1.3858932024147194e-11,6.28544487907814e-10,2.5827688868235084e-13,3.938479442088851e-11,4.8956702656665476e-14,6.9087551440033555e-09,1.256986862647467e-12,1.167755514636853e-13,1.7375044991922014e-10,4.418074692143088e-09,3.373813431559419e-05,0.00010914318925701541,2.240128031301178e-14,2.099841069132644e-12,5.450611941205801e-08,2.068845796419383e-09,4.926051455210561e-11,1.6980726244746322e-12,2.4263556159589897e-11,6.19346582167582e-12,4.34463149884006e-10,2.191732029960218e-11,2.3379940498468245e-09,6.099286878585705e-12,5.84645000795356e-10,2.479754595432035e-11,2.4344982380022064e-11,2.827752404802348e-09,1.699635926178951e-10,6.38674209331034e-12,5.912830403922414e-13,5.51669802330244e-13,2.1992073860099695e-09,3.0137139086940545e-09,2.8702927412714415e-14,9.731411460161185e-09,6.413369731940859e-08,3.1668315496027763e-09,4.197691803796522e-10,1.0725514276295325e-11,1.446188275386418e-11,8.800775973825162e-10,1.2936510923701487e-07,1.1373930972419614e-11,2.4929763575710582e-11,1.2209025434329792e-11,1.1776339255369698e-11,2.657858768101272e-11,7.243064754952157e-09,3.327524393905946e-13,1.3976333183351538e-10,8.226804813039044e-07,1.9334343245107182e-11,5.030766594730225e-06,1.944225061757303e-08,5.18698189268959e-06,1.1650563914553847e-07,1.1606663935135916e-05,7.553799882630565e-12,2.8993452989645693e-09,5.632184029986462e-09
773,1.5053371466388848e-15,3.307584850964356e-14,1.4722874586264463e-11,3.894140290472456e-12,1.457091905539091e-13,1.2571480420593908e-11,2.542932773163315e-14,3.7846736529442557e-16,2.391981717760231e-15,3.318928772364867e-14,3.8424719812538775e-13,3.643110978318573e-15,2.649343229191316e-13,6.364077450370987e-14,6.140068778339884e-11,1.7954681420119065e-12,8.20466538956305e-10,1.6588464947891732e-13,3.58070213240069e-12,1.2061779068597888e-13,6.411787653706771e-13,1.9134798725005993e-08,2.4760981783151545e-06,5.10768832597991e-13,2.225257997043402e-11,2.3087058456083773e-09,8.131155958693545e-11,1.4770067445362285e-06,3.005846566569422e-12,4.869384591287227e-11,2.957184983669726e-11,1.1482717426540077e-09,1.2592665671490654e-12,9.627125880855572e-14,1.0642439549122121e-09,1.9322617770188865e-12,8.571595244538423e-12,5.228758089146478e-14,8.956252128064957e-12,5.872912327197945e-10,3.450260556581616e-07,5.775616399078649e-10,1.8288376745708465e-10,1.1588701927510872e-10,1.6678128761182141e-09,1.3497596492906094e-13,3.0556186672036437e-12,7.941080760463244e-14,3.266257915670559e-18,1.2716674087318186e-13,1.749854801505093e-08,2.8853630966805864e-08,1.6204061519290184e-16,4.2216433428875195e-15,3.1161307968887837e-15,1.5790700349271892e-15,5.292875298133929e-11,1.1960231345205148e-09,1.7355557405256697e-11,2.67649988060361e-12,2.0341030488249408e-12,4.838500850994031e-12,3.0578712005023404e-10,6.4594342238257445e-12,1.0282258917548844e-11,8.829879253512434e-13,4.540394589868377e-08,6.9048126392480595e-12,2.114110466188581e-12,6.237505071187498e-17,5.581291736904849e-16,2.9184132590222816e-14,2.900760774184884e-08,1.722244662457022e-13,6.098323225156624e-11,1.6827329969162672e-12,1.0719384608434043e-12,1.3006144632458496e-06,4.7374603570592296e-11,4.0944548639320503e-16,1.0361082774824405e-15,1.4026263687133598e-13,2.403954623536576e-12,3.891082455719427e-12,2.5756964301360027e-13,5.13435432303069e-14,2.9097692856279437e-12,1.1446438223146035e-13,4.080164217319972e-09,9.883537901776195e-14,1.8394498403478523e-11,1.4334063182710652e-09,1.5745537119924032e-15,5.0589699945032165e-14,2.5852884542428457e-12,2.2312136111747692e-08,4.611836446909141e-12,0.999994222992427,1.82423366418158e-13
775,3.3082459320844104e-12,0.9999998471196011,1.9319447808631345e-13,1.9341747757211334e-12,1.9417610175424486e-09,1.9824537611308796e-12,1.7829025992805058e-12,5.205947243766977e-11,3.490474120585158e-09,3.056030676504467e-09,2.296080126551307e-12,3.587272595852476e-08,2.4371717933295065e-11,7.780879632440352e-12,1.2962988372849436e-09,2.3300114816282053e-11,1.0077091485498726e-08,5.0574583601346375e-12,1.9400074653679734e-13,5.711302020222316e-10,9.860913910225307e-10,4.781088760144423e-12,5.2056981432195195e-14,7.950316156768943e-14,2.9479835627523156e-15,1.0078234797602945e-11,2.4681378477985774e-08,1.7338690876910042e-14,3.151231898983558e-15,9.701124800811297e-11,1.1392978606583706e-12,2.68446268550154e-13,9.943513766445102e-11,1.6704294097555172e-11,6.531954491581756e-13,1.4835968773003106e-11,8.708483628420327e-12,3.87795820713026e-11,1.1560199258679914e-14,2.2022182880908958e-11,8.562236476028995e-12,1.6567675114357233e-10,8.671771050314094e-13,5.779465510096367e-15,6.971976954496006e-13,3.3767899691203613e-13,1.2553598762124086e-12,2.59564449374619e-10,8.420753068595678e-09,4.695100052030087e-11,2.0023304452156135e-12,1.1190964367884438e-12,9.736466258112088e-14,7.885463731882197e-12,2.0181348167925192e-12,8.431235519878877e-15,3.113890565169895e-10,2.2150932406392217e-13,8.946366797314064e-13,4.355349372263832e-13,3.1203995851614644e-13,3.054253864106355e-14,1.1987604437587414e-13,3.633984686351776e-11,2.203309001749932e-11,1.0716189252949983e-13,4.118158698789952e-12,1.2437980511153065e-14,2.0372784711308564e-16,1.4015559434615006e-12,3.411879988730951e-14,5.513687082372123e-15,3.987827314428228e-13,1.1895987310828548e-11,4.506310542283662e-11,1.3332213569657285e-12,2.1111411869353576e-13,7.651280727027077e-13,7.478588083419141e-11,9.79154002907157e-13,2.7847092645644816e-11,1.0334011466690823e-12,9.925803441834902e-14,5.279951604202784e-12,6.007068579711916e-10,5.480154081894335e-09,1.0535395952073047e-13,5.406176733720333e-11,1.3562592586691173e-13,1.5962267488115708e-11,3.34394100565569e-13,8.2942139582007e-11,1.816026054708024e-12,2.0286398481481567e-12,3.9010785361119815e-10,8.000340728407726e-10,3.429447154897848e-14,4.932462214281487e-13,5.357470668122479e-08
780,1.0637412994718858e-12,3.039487823467679e-13,5.1605531144830366e-14,1.9026784190677355e-10,2.1881311630910575e-12,2.8177198702300855e-15,2.0979462111865173e-13,8.454343862734445e-11,1.19656111889419e-13,7.89518370099807e-14,1.8363140359879875e-09,9.20434903225758e-10,6.582889973970926e-10,1.4781445831890029e-10,2.406039898635442e-11,1.2178225919732332e-14,1.0930289254406022e-15,1.0996240407740324e-10,9.679751502079034e-12,7.544185666724979e-14,3.009173216963123e-13,8.547622041789209e-13,1.8653378543819072e-11,6.148970537729417e-12,8.257578311868159e-13,2.4434025455090346e-11,3.3951797076404695e-13,1.2660014797031194e-16,4.961646329682824e-08,5.930190255212291e-13,7.376411797215077e-10,1.041414179885927e-13,6.393601407568573e-13,1.8115461261521123e-11,1.2319182473943242e-13,5.351333939736006e-12,3.73453271246786e-12,1.1501792092187836e-15,4.120178250787678e-14,1.8901266461607075e-13,5.62622142296771e-18,6.562967320405942e-16,8.040707222337327e-15,2.9346063158518647e-12,1.0187725476175316e-13,7.336260571832458e-13,1.6704210861893774e-09,3.751343311558516e-15,1.2400406458074859e-11,1.0633367645470099e-11,4.015521032176741e-15,2.2567042947834496e-13,0.9999996610742775,2.5647022429183844e-08,9.780600019415512e-13,2.073527064357884e-13,6.123889172331117e-14,3.587810013557598e-14,4.012432885959841e-15,2.311871115937157e-16,6.356487409827921e-11,1.040234403675766e-12,1.5703307447348818e-09,1.1549016722245398e-13,1.2110245580778796e-12,2.794484798118382e-11,3.808422896420044e-09,1.642230202719574e-11,1.9045101160646424e-14,1.2393372531710802e-07,1.2690110769700164e-10,7.68195182700386e-13,1.9157982832006482e-16,3.187406649749247e-10,9.475775766373637e-13,2.890391052110351e-10,8.242731896347902e-15,4.25530179253726e-14,4.147396328527946e-16,1.8093325046474623e-08,1.458996731053995e-10,9.28509204207073e-08,2.9884623226661716e-15,1.3439983123365744e-10,3.63666501499642e-16,3.734092914862303e-13,9.570789473573504e-11,4.2072430618595265e-16,2.34454019835645e-13,1.878367003254993e-13,1.2733801932686048e-14,4.1859107336752465e-11,1.3639454887159072e-08,4.1047306866586304e-10,2.0585278470074946e-13,1.864233320999078e-14,6.897458595677629e-11,5.318713569535882e-16,1.5186213342056724e-09
781,2.097703984828848e-12,1.9332599713242902e-12,1.708270674065311e-08,2.989161064854764e-11,2.230774011502903e-12,1.796479970712494e-09,4.2001565393226276e-09,6.124367280848954e-13,2.696681852143018e-11,1.1519922887497765e-12,1.2866437876650512e-15,1.1425425020070624e-14,1.649006240855829e-14,1.6527131249261986e-14,1.4439131589375282e-14,3.1349941575683126e-10,6.839996693779228e-12,1.8268876416492653e-13,1.4045893079255699e-14,2.732903739465332e-10,1.512658601295758e-10,1.8999561268803053e-09,3.2699339989484624e-10,7.282474908013635e-08,1.5592599254346673e-09,1.6585240472516465e-10,1.6216974086439368e-15,3.888488865114911e-10,1.1968180942640737e-11,4.693614461120688e-09,8.259624117806937e-10,2.0007721256360044e-06,1.3745328475486191e-11,1.2759802805452447e-11,6.665422834740851e-08,2.6503238718388175e-13,2.870093750032092e-07,2.988008827243915e-06,2.265888762479162e-07,0.9998460234105645,0.0001478120317246357,9.4319680764026e-12,1.8573660699354265e-10,3.905866084539457e-09,1.8170582926714943e-13,3.4610693291845165e-08,8.29498021604133e-15,5.372172250756979e-09,6.404807748781333e-13,9.703988531295721e-16,2.4567392351633185e-09,5.971517749902152e-12,1.2189508552215605e-12,3.721186287501269e-17,4.912583555009317e-10,1.832239229327111e-12,2.662298520428305e-16,3.069773044044575e-07,3.4338834859234496e-10,7.362998268965033e-10,1.8073784557962394e-09,4.0820049424731864e-11,6.504602285993389e-11,6.10597891959458e-12,4.529827585825915e-15,5.054528811928575e-12,1.7618969256434618e-13,1.3474474999421654e-09,1.871049338017888e-11,5.864972546867198e-12,7.167473686925875e-12,2.2764578814667993e-13,3.680502075024795e-09,8.18068014249714e-14,4.776295537237747e-14,3.733832085500422e-15,7.837835462438004e-08,1.0592988809463225e-11,5.778987038930068e-12,1.9116509861946961e-10,2.203425816289142e-15,2.170962196122717e-10,1.3441084191321753e-08,9.018803465947607e-15,1.2523828818898246e-09,1.2650927427686567e-09,5.594333396520537e-14,1.0066310507289516e-08,1.618619974828054e-13,8.365945214945181e-10,3.626672773841031e-10,4.4941748270254376e-15,1.482215450038222e-13,9.527379223423502e-16,8.702691068553946e-12,1.8256511903169224e-10,2.0293562107583973e-08,3.115743935280017e-10,3.6301162684692998e-12
